NOMBRE,REGION,PROVINCIA,CODIGO,INSTITUCION,DISTRITO,DIRECCIÓN,latitude,longitude
CLINICA MIRAFLORES SAC,LIMA,LIMA,11849,PRIVADO,MIRAFLORES,CALLE J.A. ENCINAS 141 URBANIZACIÓN EL ROSEDAL LIMA LIMA,-12.127350999999999,-77.013511
SERVICIOS MEDICOS LIONEL FLORES E HIJOS SAC - CLINICA SAN MARTIN,SAN MARTIN,SAN MARTIN,8269,PRIVADO,TARAPOTO,JR SAN MARTIN 274 SAN MARTIN SAN MARTIN,-6.4786546,-76.38627609999999
MEGASALUD NARANJAL S.A.C. (CLINICA NARANJAL),LIMA,LIMA,13044,PRIVADO,LOS OLIVOS,AV. NARANJAL 1582 URB PARQUE NARANJAL 2DA ETAPA LIMA LIMA,-11.9758011,-77.0852195
CLINICA LOS ANDES SAC,LIMA,LIMA,11750,PRIVADO,MIRAFLORES,CALLE CALLE ASUNCION N 177 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.104821699999999,-77.03210209999999
HOSPITAL BELEN - LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,4370,GOB REGIONAL,LAMBAYEQUE,AV. RAMON CASTILLA  N 597 LAMBAYEQUE LAMBAYEQUE,-6.839132999999999,-79.9356071
HOSPITAL DE ESPECIALIDADES MEDICAS SAN IGNACIO DE LOYOLA S.C.R.L.,PIURA,PIURA,27488,PRIVADO,,HOSPITAL DE ESPECIALIDADES MEDICAS SAN IGNACIO DE LOYOLA S.C.R.L. PIURA PIURA,-5.1980773000000005,-80.6199343
CLINICA CEDRON,LIMA,LIMA,13064,PRIVADO,SANTIAGO DE SURCO,AVENIDA AV EL POLO 438 CC MONTERRICO DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.1046619,-76.9729184
HOSPITAL MEGASALUD UNIVERSAL,LIMA,LIMA,16291,PRIVADO,LIMA,AVENIDA EMANCIPACION 785-791-799 LIMA LIMA,-12.0448239,-77.04027119999998
HOGAR DE LA MADRE CLINICA-HOSPITAL,LIMA,LIMA,10827,OTROS,MIRAFLORES,GERVASIO SANTILLANA N 260 LIMA LIMA,-12.104325300000001,-77.02966090000001
CLINICA CAMPBELL,LIMA,LIMA,11110,PRIVADO,SANTIAGO DE SURCO,AVENIDA AV. BENAVIDES 4813  LAS GARDENIAS DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.1277039,-76.9871194
FAMISALUD,ICA,CHINCHA,18704,PRIVADO,CHINCHA ALTA,CALLE CALLE 28 DE JULIO N° 397 DISTRITO CHINCHA ALTA PROVINCIA CHINCHA DEPARTAMENTO ICA  CHINCHA ICA,-13.4154242,-76.13264760000001
CENTRO MEDICO ESPECIALIZADO CLINICA DE LA MUJER Y EL NIÑO EIRL (CLINICA DE LA MUJER Y EL NIÑO),ANCASH,SANTA,10475,PRIVADO,NUEVO CHIMBOTE,CALLE 4MANZANA HLOTE 33 - 35NICOLAS GARATEA SANTA ANCASH,-9.120292300000001,-78.5081204
HOSPITAL I MIGUEL CRUZADO VERA - PAITA,PIURA,PAITA,11763,ESSALUD,PAITA,CARRETERA PAITA - PIURA KM 1.5 PAITA PIURA,-5.088025,-81.10041290000001
HOSPITAL MILITAR GERIATRICO,LIMA,LIMA,10098,FFAA Y PNP,CHORRILLOS,AVENIDA AV. ESCUELA MILITAR SN SN AV. ESCUELA MILITAR SN CHORRILLOS LIMA LIMA  LIMA LIMA,-12.1612636,-77.017196
HOSPITAL MILITAR DIVISIONARIO III DE AREQUIPA,AREQUIPA,AREQUIPA,18659,FFAA Y PNP,MARIANO MELGAR,ZOLEZZI AREQUIPA AREQUIPA,-16.4016808,-71.5137798
CLINICA SANTA LEONOR,LIMA,LIMA,19839,PRIVADO,CHORRILLOS,AVENIDA AV. DEFENSORS DEL MORRO N 2697 - URB. SANTA LEONOR DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.183766499999999,-77.0083693
INVERSIONES GENERALES SALOMON S.A. (CLINICA VIRGEN MILAGROSA),LIMA,LIMA,9645,PRIVADO,SURQUILLO,CALLE VALDEMAR MOSER 501 - URB LA AURORA LIMA LIMA,-12.116843,-77.006905
MEDAVAN,LIMA,LIMA,25749,PRIVADO,,MEDAVAN LIMA LIMA,-12.092970699999999,-77.0568275
CLINICA PAZ HOLANDESA,AREQUIPA,AREQUIPA,16064,PRIVADO,PAUCARPATA,URB.VILLA CONTINENTAL CALLE 4 N 101 AREQUIPA AREQUIPA,-16.4302546,-71.51096700000001
SAN FRANCISCO DE ASIS,ANCASH,HUARAZ,16039,PRIVADO,HUARAZ,AV. RAYMONDI N 799 - HUARAZ HUARAZ ANCASH,-9.5261384,-77.527919
CLÍNICA SANTA ROSA,PIURA,SULLANA,12262,PRIVADO,SULLANA,AVENIDA PANAMERICANA N 332 URBANIZACIÓN SANTA ROSA SULLANA PIURA,-4.903977200000001,-80.6995385
CLINICA GONZALES,PASCO,PASCO,12449,PRIVADO,YANACANCHA,AV DANIEL ALCIDES CARRION 099 SAN JUAN PASCO PASCO,-10.663981,-76.2533128
HOSPITAL MILITAR I DIVISION DEL EJERCITO PIURA,PIURA,PIURA,12953,FFAA Y PNP,CASTILLA,AVENIDA CAYETANO HEREDIA N 100 DISTRITO CASTILLA PROVINCIA PIURA  DEPARTAMENTO PIURA  PIURA PIURA,-5.1976419,-80.6208418
HOSPITAL SPCC - ILO,MOQUEGUA,ILO,17563,PRIVADO,PACOCHA,CIUDAD NUEVA  SN ILO MOQUEGUA,-17.614497,-71.3364168
CLINICA SANTA JULIA  S.A.C. (CLINICA SANTA JULIA),LIMA,LIMA,22113,PRIVADO,LA MOLINA,AVENIDA AVENIDA JAVIER PRADO ESTE N° 7118 URB. COVIMA DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.0657815,-76.94144250000001
CENTRO MEDICO ESPECIALIZADO PRIMAVERA,HUANUCO,HUANUCO,27693,PRIVADO,,CENTRO MEDICO ESPECIALIZADO PRIMAVERA HUANUCO HUANUCO,-9.9078509,-76.22741090000001
CLINICA OFTALMOLOGICA ESPECIALIZADA ÑAHUI,LIMA,LIMA,12020,PRIVADO,SURQUILLO,AV. ANGAMOS ESTE N 714 - 1ER 2DO Y 3ER PISO LIMA LIMA,-12.1135458,-77.02408009999998
CLINICA ZIEGLER CIRUGIA PLASTICA,LIMA,LIMA,16113,PRIVADO,SAN ISIDRO,AVENIDA AV. GUARDIA CIVIL N 990 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.101537599999999,-77.0142485
ESPINAR,CUSCO,ESPINAR,7135,GOB REGIONAL,ESPINAR,CALLE DOMINGO HUARCA CRUZ SN BARRIO TUPAC AMARU  ESPINAR  ESPINAR  CUSCO SN CALLE DOMINGO HUARCA CRUZ SN BARRIO TUPAC AMARU  ESPINAR  ESPINAR  CUSCO ESPINAR ESPINAR CUSCO  ESPINAR CUSCO,-14.7905984,-71.40393780000001
MAX SALUD AVISAL S.A.,LAMBAYEQUE,CHICLAYO,11129,PRIVADO,CHICLAYO,AVENIDA AV.FRANCISCO BOLOGNESI 774 DISTRITO CHICLAYO PROVINCIA CHICLAYO DEPARTAMENTO LAMBAYEQUE  CHICLAYO LAMBAYEQUE,-6.7758879,-79.8374731
CLÍNICA PERUANA DE LA VISION,LIMA,LIMA,10669,PRIVADO,JESUS MARIA,JIRÓN MAYTA CAPAC NÚMERO 1398 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.0764074,-77.04258039999998
CLINICA SERVICIOS MEDICOS INTEGRALES SAN MARCOS,LIMA,LIMA,12267,PRIVADO,SAN JUAN DE LURIGANCHO,AV. SANTA ROSA 1719 - URB. INCA MANCO CAPAC LIMA LIMA,-12.0019466,-76.9995488
CLÍNICA CHICLAYO S.A,LAMBAYEQUE,CHICLAYO,16192,PRIVADO,CHICLAYO,CALLE CALLE LA FLORIDA N° 225 URB. STA. VICTORIA DISTRITO CHICLAYO PROVINCIA CHICLAYO DEPARTAMENTO LAMBAYEQUE  CHICLAYO LAMBAYEQUE,-6.7799144,-79.8422166
ESSALUD SICUANI,CUSCO,CANCHIS,10063,ESSALUD,SICUANI,AVENIDA EL SOL N° 501 LA BOMBONERA  SICUANI  CANCHIS  CUSCO CANCHIS CUSCO,-14.2786,-71.22528790000001
HOSPITAL CUAJONE DE LA SOUTHERN PERU,MOQUEGUA,MARISCAL NIETO,17393,PRIVADO,TORATA,CAMPAMENTO MINERO CUAJONE SN MARISCAL NIETO MOQUEGUA,-17.0384034,-70.70495199999998
CLINICA MADRE ZORAIDA,LIMA,LIMA,16951,PRIVADO,LURIGANCHO,JIRÓN ESQUINA DE JR. CHUCUITO Y JR. TRUJILLO SUR SN NÚMERO SN DISTRITO LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-11.9384568,-76.6992738
CLÍNICA OFTALMOLÓGICA VIDAVAS SAC,LAMBAYEQUE,CHICLAYO,26707,PRIVADO,,CLÍNICA OFTALMOLÓGICA VIDAVAS SAC CHICLAYO LAMBAYEQUE,-6.784088799999998,-79.84586350000001
OFTALMOVISION,LA LIBERTAD,TRUJILLO,8044,PRIVADO,TRUJILLO,AVENIDA AV. AMERICA NORTE NRO. 2120 URB. PRIMAVERA AV. AMERICA NORTE NRO. 2120 URB. PRIMAVERA TRUJILLO TRUJILLO LA LIBERTAD  TRUJILLO LA LIBERTAD,-8.1007071,-79.03197589999998
MEDICAL PLASTIC,LIMA,LIMA,15349,PRIVADO,MAGDALENA DEL MAR,AV BRASIL 3281 LIMA LIMA,-12.0896085,-77.0654182
"ESSALUD HOSPITAL 1 ""AGUSTIN ARBULU NEYRA"" FERREÑAFE",LAMBAYEQUE,FERREÑAFE,8901,ESSALUD,PUEBLO NUEVO,CALLE MIGUEL PASCO N° 101 - PUEBLO NUEVO DISTRITO PUEBLO NUEVO PROVINCIA FERREAFE DEPARTAMENTO LAMBAYEQUE FERREAFE LAMBAYEQUE,-6.639297200000001,-79.79318470000001
VISUAL CENTER CLINICA DE OJOS,LIMA,LIMA,20976,PRIVADO,SAN MIGUEL,AVENIDA AV. ELMER FAUCETT NO 170 DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.0724514,-77.09860139999998
Creo Clínica Renal y Oncológica,LIMA,LIMA,25573,PRIVADO,,Creo Clínica Renal y Oncológica LIMA LIMA,-12.019801,-77.05522640000001
HOSPITAL DISTRITAL DE PACASMAYO,LA LIBERTAD,PACASMAYO,5296,GOB REGIONAL,PACASMAYO,JIRÓN JIRON RAZURI SN NÚMERO SN DISTRITO PACASMAYO PROVINCIA PACASMAYO DEPARTAMENTO LA LIBERTAD  PACASMAYO LA LIBERTAD,-7.400491400000001,-79.57142540000001
Medi Vida,LIMA,LIMA,25773,PRIVADO,,Medi Vida LIMA LIMA,-12.218924699999999,-76.9324111
CLINICA DE CORTA ESTANCIA  ROCA E.I.R.L.,HUANUCO,HUANUCO,18769,PRIVADO,HUANUCO,JIRÓN PEDRO BARROSO N°466 DISTRITO HUANUCO PROVINCIA HUANUCO DEPARTAMENTO HUANUCO  HUANUCO HUANUCO,-9.9235786,-76.23571969999998
REJUVENECIMIENTO Y ESTETICA CABANI SRL,LIMA,LIMA,8258,PRIVADO,SAN BORJA,AV GUARDIA CIVIL 627 LIMA LIMA,-12.095988900000002,-77.01063239999998
E.S  II-1  HOSPITAL  CHULUCANAS,PIURA,MORROPON,2161,GOB REGIONAL,CHULUCANAS,CALLE DANIEL ALCIDES CARRION SN VATE MANRIQUE MORROPON PIURA,-5.1034125,-80.17085460000001
CLINICA DE OJOS D´OPELUCE,LIMA,LIMA,15927,PRIVADO,LINCE,AV AREQUIPA 1885 LIMA LIMA,-12.0832743,-77.034449
POLICLINICO HERMANA MARIA DONROSE SUTMÖLLER,CALLAO,CALLAO,8146,ESSALUD,VENTANILLA,AVENIDA AVENIDA GONZALES GANOZA SN I SECTOR IZQUIERDO URB ANTONIO MORENO DE CACERES NÚMERO SN DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO  CALLAO CALLAO,-11.8865243,-77.1243942
CENTRO DE SALUD CON INTERNAMIENTO EL PORVENIR,LA LIBERTAD,TRUJILLO,9041,ESSALUD,EL PORVENIR,JIRON MAYTA CAPAC N 823 RIO SECO TRUJILLO LA LIBERTAD,-8.0863394,-79.00857370000001
ESSALUD,LIMA,LIMA,8289,ESSALUD,SAN LUIS,AVENIDA CIRCUNVALACION N° 2161 SAN LUIS LIMA LIMA,-12.074136099999999,-76.99189899999998
CENTRO DE SALUD CON INTERNAMIENTO PACASMAYO,LA LIBERTAD,PACASMAYO,8514,ESSALUD,PACASMAYO,AVENIDA MARISCAL CÁCERES N° 701 PACASMAYO LA LIBERTAD,-7.4061457,-79.5652246
POLICLINICO CHOSICA - ESSALUD,LIMA,LIMA,8370,ESSALUD,LURIGANCHO,JR.TRUJILLO SUR 800 LIMA LIMA,-11.9386985,-76.69919370000001
"CENTRO DE SALUD ""VICTOR SOLES GARCIA""",LA LIBERTAD,VIRU,11702,ESSALUD,VIRU,AVENIDA VICTOR RAUL SN SECTOR SAN LUIS VIRU LA LIBERTAD,-8.4231047,-78.7521816
HOSPITAL TOQUEPALA,TACNA,JORGE BASADRE,18230,PRIVADO,ILABAYA,TOQUEPALA  PLAZA SN JORGE BASADRE TACNA,-17.420402300000003,-70.5127345
CENTRO DE ATENCION PRIMARIA III INDEPENDENCIA - RAA - ESSALUD,LIMA,LIMA,16357,ESSALUD,INDEPENDENCIA,CALLE A  MZ D LOTE 13 Y 14 - URB. PANAMERICANA LIMA LIMA,-11.9925,-77.060446
POLICLINICO FRANCISCO PIZARRO,LIMA,LIMA,8881,ESSALUD,RIMAC,AV. FRANCISCO PIZARRO 585 LIMA LIMA,-12.03691,-77.0348879
CENTRO DE ATENCION PRIMARIA III PEDRO REYES BARBOZA - BARRANCA,LIMA,BARRANCA,17814,ESSALUD,BARRANCA,AV. EL BOSQUE SN - URB LAS PALMERAS BARRANCA LIMA,-10.7442956,-77.7659732
CENTRO DE ATENCION PRIMARIA III HUARAL,LIMA,HUARAL,10333,ESSALUD,HUARAL,AVENIDA AV CIRCUNVALACION ESTE 405 DISTRITO HUARAL PROVINCIA HUARAL DEPARTAMENTO LIMA  HUARAL LIMA,-11.4959109,-77.2002153
CAP III HUAYCAN-GRDA-ESSALUD,LIMA,LIMA,8251,ESSALUD,ATE,AV. J.C. MARIATEGUI MZ. C LOTE 49-50 - URB. LUCUMO PARIACHI LIMA LIMA,-12.0098521,-76.8298855
CENTRO DE SALUD CON INTERNAMIENTO CASA GRANDE,LA LIBERTAD,ASCOPE,9141,ESSALUD,CASA GRANDE,PROLONGACION AV. ATAHUALPA MZ 15 LOTE 01 URB. 8 DE SETIEMBRE ASCOPE LA LIBERTAD,-7.747340299999999,-79.1901505
CENTRO DE SALUD CON INTERNAMIENTO MOCHE,LA LIBERTAD,TRUJILLO,9038,ESSALUD,MOCHE,CALLE ELIO JACOBO CAFFO SN URB EL PARAISO TRUJILLO LA LIBERTAD,-8.143540699999999,-78.9990887
CENTRO MEDICO AVENDAÑO S.A.C.,LIMA,LIMA,16121,PRIVADO,MIRAFLORES,CALLE CALLE LEONIDAS AVENDAO N 116 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.131149699999998,-77.02453359999998
CAP II REQUENA,LORETO,REQUENA,11405,ESSALUD,REQUENA,MALECON BOLOGNESI SN REQUENA LORETO,-5.061814,-73.85665999999998
QUILLABAMBA - ESSALUD,CUSCO,LA CONVENCION,10062,ESSALUD,SANTA ANA,AVENIDA KUMPIRUSHIATO SN°  SANTA ANA  LA CONVENCION  CUSCO SN AVENIDA KUMPIRUSHIATO SN°  SANTA ANA  LA CONVENCION  CUSCO SANTA ANA LA CONVENCION CUSCO  LA CONVENCION CUSCO,-12.862625999999999,-72.693354
CLINICA ESPECIALIZADA EN CIRUGÍA PLÁSTICA SAN AGUSTIN,LIMA,LIMA,21096,PRIVADO,PUEBLO LIBRE,AVENIDA BRASIL 2630 INTERIOR A Y LA AV BRASIL 2610 INTERIOR 101 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.0249227,-76.9886599
OFTALMOSALUD,LIMA,LIMA,23852,PRIVADO,LOS OLIVOS,AVENIDA CARLOS ALBERTO IZAGUIRRE 1250 K 11-20 ANGELICA GAMARRA LEON VELARDE I ETAPA LOS OLIVOS LIMA LIMA  LIMA LIMA,-12.0061197,-77.07551099999998
CENTRO DE ATENCION PRIMARIA II CABALLOCOCHA,LORETO,MARISCAL RAMON CASTILLA,11556,ESSALUD,RAMON CASTILLA,CALLE RAMON CASTILLA N° 700 MARISCAL RAMON CASTILLA LORETO,-3.9101854,-70.5135928
OFTALMOLOGOS CONTRERAS  C.SCRL,LIMA,LIMA,17099,PRIVADO,SAN ISIDRO,AV. JAVIER PRADO ESTE N 1010 10MO. PISO URB EL PALOMAR LIMA LIMA,-12.0905446,-77.01828499999998
OFTALMOLOGIA AVANZADA,AREQUIPA,AREQUIPA,12692,PRIVADO,YANAHUARA,CALLE LEON VELARDE N 116. URB LOS CLAVELES SECCION 2. AREQUIPA AREQUIPA,-16.3845573,-71.53856309999998
SAN MARTIN,ICA,ICA,9627,PRIVADO,ICA,AVENIDA AV SAN MARTIN 598 URB. LA MORALES AV SAN MARTIN 598 URB. LA MORALES ICA ICA ICA  ICA ICA,-14.0693699,-75.729224
OFTALMOSALUD,LIMA,LIMA,9505,PRIVADO,SAN ISIDRO,AVENIDA AV. JAVIER PRADO ESTE N° 1142 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.0892205,-77.01293509999998
TG LASER OFTALMICA S.A.,LIMA,LIMA,8388,PRIVADO,SAN ISIDRO,AVENIDA Dos de Mayo N° 646-666 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.0911314,-77.0383497
CLINICA SANENS,LIMA,LIMA,25930,PRIVADO,,CLINICA SANENS LIMA LIMA,-12.119530000000001,-77.02410379999998
CLINICA SAN VICENTE S.A.,LIMA,LIMA,11241,PRIVADO,SAN MARTIN DE PORRES,AVENIDA AV PERÚ 3220 AV PERÚ 3220 SAN MARTIN DE PORRES LIMA LIMA  LIMA LIMA,-12.031181199999999,-77.08157920000001
CENTRO MEDICO CASAPALCA,LIMA,HUAROCHIRI,10570,ESSALUD,CHICLA,CENTRO MINERO CASAPALCA CARRETERA CENTRAL KM 116 HUAROCHIRI LIMA,-11.6486161,-76.23507479999998
UNIDAD DE CUIDADOS INTENSIVOS Y HOSPITALIZACIÓN COVID19 - TINGO MARIA,HUANUCO,LEONCIO PRADO,28069,GOB REGIONAL,,UNIDAD DE CUIDADOS INTENSIVOS Y HOSPITALIZACIÓN COVID19 - TINGO MARIA LEONCIO PRADO HUANUCO,-9.297105300000002,-75.9995756
HOSPITAL INTEGRADO REGIONAL COVID 19  SANTA MARIA DEL VALLE,HUANUCO,HUANUCO,28131,GOB REGIONAL,,HOSPITAL INTEGRADO REGIONAL COVID 19  SANTA MARIA DEL VALLE HUANUCO HUANUCO,-9.8624674,-76.1701334
CLINICA SANTA LUZMILA,LIMA,LIMA,28134,PRIVADO,,CLINICA SANTA LUZMILA LIMA LIMA,-11.951404,-77.059539
CLINICA PERUANA DE LOS ANDES,APURIMAC,ANDAHUAYLAS,14017,PRIVADO,ANDAHUAYLAS,JIRÓN AYACUCHO 336 JR. AYACUCHO 336 ANDAHUAYLAS ANDAHUAYLAS APURIMAC  ANDAHUAYLAS APURIMAC,-13.6585742,-73.39440640000001
CLINICA ASTOCONDOR,LIMA,LIMA,15143,PRIVADO,SAN BORJA,AV BOULEVARD 610 1ER PISO Y SOTANO LIMA LIMA,-12.0963621,-76.98934709999999
CLÍNICA J & C INMACULADA CONCEPCIÓN S.A.C (CONSULTORIOS INMACULADA),PIURA,TALARA,19279,PRIVADO,PARIÑAS,PARQUE 19 -14 TALARA TALARA PIURA,-4.9010358,-80.69575019999998
FRANCISCO ASTOCONDOR SALAZAR (ASTOCONDOR SPA),LIMA,LIMA,9143,PRIVADO,SAN BORJA,AV. BOULEVARD N 610 LIMA LIMA,-12.096357000000001,-76.989352
CLINICA HIGUERETA,LIMA,LIMA,19748,PRIVADO,MIRAFLORES,AVENIDA AV. BENAVIDES  2951 MIRAFLORES AV. BENAVIDES  2951 MIRAFLORES MIRAFLORES LIMA LIMA  LIMA LIMA,-12.128228300000002,-77.00454690000001
CLINICA INMACULADA,PIURA,SULLANA,12261,PRIVADO,SULLANA,AV. JOSE DE LAMA N 1011 SULLANA PIURA,-4.9010358,-80.69575019999998
BM CLINICA,LAMBAYEQUE,CHICLAYO,8730,PRIVADO,CHICLAYO,AVENIDA AV.SESQUICENTENARIO 416-URB. SANTA VICTORIA DISTRITO CHICLAYO PROVINCIA CHICLAYO DEPARTAMENTO LAMBAYEQUE  CHICLAYO LAMBAYEQUE,-6.780454300000001,-79.84273329999998
CLINICA UNION SAC.,LAMBAYEQUE,CHICLAYO,26706,PRIVADO,,CLINICA UNION SAC. CHICLAYO LAMBAYEQUE,-6.7735145,-79.8423378
HOSPITAL PRIVADO DEL PERU,PIURA,PIURA,10723,PRIVADO,CATACAOS,CARRETERA KM. 5 CARRETERA PIURA - CATACAOS  CASERÍO SIMBILÁ DISTRITO CATACAOS PROVINCIA PIURA DEPARTAMENTO PIURA  PIURA PIURA,-5.2454611,-80.6529809
CLINICA BUENA VENTURA,LIMA,LIMA,27478,PRIVADO,,CLINICA BUENA VENTURA LIMA LIMA,-12.158772,-76.9734391
CLINICA SANTA LUCIA S.A.C.,LIMA,LIMA,10515,PRIVADO,SAN BORJA,AV. GUARDIA CIVIL 301 LIMA LIMA,-12.0914623,-77.00831289999998
CLINICA LA LUZ S.A.C.,LIMA,LIMA,11087,PRIVADO,LIMA,AVENIDA AV. AREQUIPA 1148 - URB. SANTA BEATRIZ AV. AREQUIPA 1148 - URB. SANTA BEATRIZ LIMA LIMA LIMA  LIMA LIMA,-12.0750854,-77.0358619
CLAS CORRALES,TUMBES,TUMBES,1866,GOB REGIONAL,CORRALES,PASAJE PASAJE ALEJANDRO HENCKELL N 104 DISTRITO CORRALES PROVINCIA TUMBES DEPARTAMENTO TUMBES  TUMBES TUMBES,-3.6007696000000005,-80.48233590000001
CLINICA ADVENTISTA ANA STAHL,LORETO,MAYNAS,12854,PRIVADO,IQUITOS,AVENIDA LA MARINA N° 285 MAYNAS LORETO,-3.7385992,-73.2411621
CENTRO DE SALUD ZARUMILLA,TUMBES,ZARUMILLA,1896,GOB REGIONAL,ZARUMILLA,CALLE LETICIA SIN NUMERO ZARUMILLA ZARUMILLA TUMBES,-3.5011894999999997,-80.27564319999998
HOSPITAL  SANTIAGO APOSTOL DE UTCUBAMBA,AMAZONAS,UTCUBAMBA,5125,GOB REGIONAL,BAGUA GRANDE,AVENIDA FELIPE SANTIAGO SN - BAGUA GRANDE UTCUBAMBA AMAZONAS,-5.7572823,-78.44226069999998
CLINICA CHORRILLOS,LIMA,LIMA,11950,PRIVADO,CHORRILLOS,AVENIDA AV. DEFENSORES DEL MORRO N°1201 DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.1745254,-77.01880159999999
ZORRITOS,TUMBES,CONTRALMIRANTE VILLAR,1900,GOB REGIONAL,ZORRITOS,AVENIDA AV. REPUBLICA SN ZORRITOS NÚMERO SN DISTRITO ZORRITOS PROVINCIA CONTRALMIRANTE VILLAR DEPARTAMENTO TUMBES  CONTRALMIRANTE VILLAR TUMBES,-3.677751599999999,-80.66807709999998
PAMPA GRANDE,TUMBES,TUMBES,1882,GOB REGIONAL,TUMBES,AV. SIMON BOLIVAR N° 304 PAMPA GRANDE TUMBES TUMBES,-3.5854922999999994,-80.4504297
CLINICA SAN PEDRO (CLINICA SAN PEDRO S.A.C.),ANCASH,SANTA,15375,PRIVADO,CHIMBOTE,JR. MANUEL VILLAVICENCIO N° 481 - CHIMBOTE SANTA ANCASH,-9.073342199999999,-78.59272390000001
CLÍNICA MATERNO INFANTIL DEL NORTE S.A,LA LIBERTAD,TRUJILLO,13395,PRIVADO,TRUJILLO,AV. MANUEL VERA ENRIQUEZ N 777 - URB. PRIMAVERA TRUJILLO LA LIBERTAD,-8.102304499999999,-79.03472430000001
CLINICA SANTA MARIA DE CHIMBOTE S.A.C.,ANCASH,SANTA,13164,PRIVADO,CHIMBOTE,ELIAS AGUIRRE 761 - BOLIVAR BAJO SANTA ANCASH,-9.070853900000001,-78.5909077
CLINICA Y BOTICA SAN JUAN,CAJAMARCA,JAEN,15266,PRIVADO,JAEN,CALLE TUPAC AMARU N° 695 SECTOR MORRO SOLAR JAEN CAJAMARCA,-5.7133176,-78.81116309999999
CLINICA SAN MARCOS,LIMA,LIMA,15718,PRIVADO,BREÑA,JIRÓN JR HUARAZ 1425 JR HUARAZ 1425 BREA LIMA LIMA  LIMA LIMA,-12.0637848,-77.0480599
SAN MARTIN DE PORRES DE IBERIA,MADRE DE DIOS,TAHUAMANU,2793,GOB REGIONAL,IBERIA,CALLE CALLE MOCOPATA SN NÚMERO SN DISTRITO IBERIA PROVINCIA TAHUAMANU DEPARTAMENTO MADRE DE DIOS  TAHUAMANU MADRE DE DIOS,-11.4042828,-69.48788909999999
CLINICA SINAI,SAN MARTIN,RIOJA,28254,PRIVADO,,CLINICA SINAI RIOJA SAN MARTIN,-6.0667968,-77.1702263
CLINICA SAGRADA FAMILIA DEL SUR,LIMA,LIMA,28244,PRIVADO,,CLINICA SAGRADA FAMILIA DEL SUR LIMA LIMA,-12.1664075,-76.9609476
CHANTA UMACA,APURIMAC,ANDAHUAYLAS,7251,GOB REGIONAL,ANDARAPA,OTROS CHANTA UMACA DISTRITO ANDARAPA PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC  ANDAHUAYLAS APURIMAC,-13.5117891,-73.3944466
AGUAYTIA,UCAYALI,PADRE ABAD,5395,GOB REGIONAL,PADRE ABAD,JIRÓN JR LAMAS N 280 VILLA AGUAYTIA DISTRITO PADRE ABAD PROVINCIA PADRE ABAD DEPARTAMENTO UCAYALI  PADRE ABAD UCAYALI,-9.0395314,-75.51311170000001
CLINICA AVANSALUD,LIMA,LIMA,23022,PRIVADO,MAGDALENA DEL MAR,AVENIDA DEL EJERCITO NÚMERO 1020 URBANIZACIÓN SALAVERRY DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA  LIMA LIMA,-12.100758599999999,-77.06197590000001
CLINICA SANTA BEATRIZ,LIMA,LIMA,20346,PRIVADO,JESUS MARIA,JIRÓN JR. RAMON DAGNINO N 227 JR. RAMON DAGNINO N 227 JESUS MARIA LIMA LIMA  LIMA LIMA,-12.0716856,-77.03819859999999
CLINICA MATER PURISSIMA,LIMA,LIMA,25598,PRIVADO,,CLINICA MATER PURISSIMA LIMA LIMA,-11.9350236,-77.0470729
C.S EL TUNAL,PIURA,HUANCABAMBA,2232,GOB REGIONAL,LALAQUIZ,CALLE CANCHAQUE SN HUANCABAMBA PIURA,-5.376266999999999,-79.60582
E.S. FRÍAS,PIURA,AYABACA,2171,GOB REGIONAL,FRIAS,AV. HUARIGAS SN AYABACA PIURA,-12.09832,-77.01463389999998
